[0.24551671223441393, 0.21563096495772632, 0.2421870213489091, 0.2745706606308703, 0.2477556081575602, 0.19575797206386675, 0.14679667808654814, 0.06345416240024189, 0.044504742054588944, 0.004343023083105926, 0.004343023083105926, 0.00039605339936376536, 3.5765283322535863e-05, 2.3982184413481944e-05, 3.0279636846226818e-05, 1.5409907804158344e-05, 9.19903584426086e-06, 9.627774419609455e-06, 7.731195087129725e-07, 5.895993933478377e-07, 5.413921911702623e-07, 5.315080059831482e-07, 5.237504224737842e-07, 3.66245764885367e-07, 6.689824069459787e-08, 1.1494446979549044e-07, 1.6274932458530832e-07, 5.4764089910549524e-08, 1.2115218974180443e-07, 7.315303549925314e-08, 6.917099609027287e-08, 5.202924684222939e-08, 6.938458480413045e-08, 7.708308409964786e-08, 4.664748541528357e-08, 1.1807849435205451e-07, 2.2658911682336188e-08, 2.701181445565099e-08, 6.92677600072729e-08, 5.09438663976114e-08, 2.997584762813252e-08, 2.2371988567318418e-08, 2.3352492581391094e-08, 3.38935212501466e-08, 8.750124647524761e-08, 1.0380209577564482e-07, 5.095537399248658e-08, 3.059000574801678e-08, 2.8206097661976652e-08];GIU
[0.019640075668992438, 0.019640075668992438, 0.019206012668346716, 0.0175569569258345, 0.00842952209191626, 0.00842952209191626, 0.004847295220275374, 0.0011059949095424172, 0.0015031594390609781, 0.000800585704111887, 0.00014673324288320508, 0.00011878087199292518, 0.00013070375195611402, 3.85194005537905e-05, 6.211522768413916e-05, 4.653467798583379e-05, 7.527611582896294e-06, 1.6803100165666514e-05, 6.738637586993121e-06, 6.592454560222672e-06, 6.593574598438354e-06, 3.6398534620511282e-06, 1.6660487060388897e-06, 2.3018517250829356e-06, 2.378034919010667e-06, 9.820034874470514e-07, 2.9291981663321836e-06, 1.0844379551526826e-06, 1.4007939679840772e-06, 1.6987315064117921e-06, 1.8891676944819456e-06, 3.593031692550177e-06, 2.446454914309982e-06, 2.4936113396509447e-06, 1.8519397551762668e-06, 4.0805415389554515e-07, 3.154515829351158e-07, 1.2367703333166463e-07, 9.327514541118835e-08, 5.836760386804992e-08, 3.633073203633271e-08, 2.5894916792834433e-08, 5.337753590677905e-08, 5.42055039651409e-08, 1.0807928588616163e-07, 5.4309665259160884e-08];GIU
[0.051406706680920844, 0.051406706680920844, 0.046457044997771674, 0.04357415660263285, 0.02143912079881601, 0.015986320102753457, 0.011024440534135357, 0.011047796666292783, 0.003076516377622541, 0.0017882718585325477, 0.001104008793604835, 0.00021901902287726853, 3.234266728301732e-05, 6.169560719191652e-05, 0.00012367203292069958, 3.331238436260626e-05, 1.785183158315322e-05, 1.785183158315322e-05, 1.048163129792858e-05, 1.4017271607387827e-05, 1.2795764044528576e-05, 2.125818327681097e-06, 8.850519863507783e-07, 6.42024845874932e-08, 2.7282231309695108e-08, 2.009493700732679e-08, 2.9006122097720974e-08, 1.4995700848128532e-08, 2.2130414628035272e-08, 1.2980902941969517e-08, 2.0594222459649e-08, 1.2052300889843788e-08, 9.048934514067049e-08, 8.368008709604642e-08, 7.64392756708678e-08, 1.7437342276098471e-07, 8.221483353396437e-08, 5.824019166767911e-08, 2.5623300830232446e-08, 2.2199771704213594e-08, 2.2835790465219495e-08, 1.5232004163796057e-08, 1.3013576093606293e-08, 9.42901486902992e-09, 7.838790567609868e-09, 4.721851873749514e-09, 4.48475913720852e-09, 1.4049195096624112e-08, 1.5406753798519874e-08];GIU
[0.041797335897857564, 0.03665602870576712, 0.04385567247556052, 0.03637810375249164, 0.025049210464361173, 0.02795558572899814, 0.026237877924692208, 0.018752440610396694, 0.007352550161759345, 0.005658868909469004, 0.0016381410252147705, 0.0019029717527116248, 0.00023690327902997537, 3.190109988418879e-05, 8.323683113331647e-05, 8.865807027624498e-05, 4.618397157283986e-05, 2.621279036772381e-05, 1.9824819533706026e-05, 1.5955755258377752e-05, 1.5552402383857123e-05, 7.402493065075356e-06, 9.490662067698731e-07, 8.446360484959794e-07, 3.8666551558821546e-07, 6.770812456443404e-08, 6.770812456443404e-08, 3.229065563942987e-08, 1.20727972444943e-08, 1.2915361591493177e-08, 1.2885381852508956e-08, 6.982988730435199e-09, 1.0567751386078174e-08, 7.331261102255138e-09, 6.553254653145097e-09, 3.4532557686887025e-09, 1.2117908389402015e-08, 1.74189773054011e-08, 5.721422306069694e-08, 8.423695811825267e-09, 1.1912438376433234e-08, 1.5652887494789027e-08, 8.108002577848247e-09, 1.45883967775062e-08, 1.3523507100158552e-08, 6.62684642368993e-09, 8.811408742479256e-09, 1.3273580311904422e-08, 6.8108253686307e-09, 1.0632874438707152e-08];GIU
[0.04303874051791954, 0.04303874051791954, 0.04964012526758854, 0.046843898246143316, 0.02468708389913267, 0.01312914993613212, 0.012667477575009311, 0.00647911828612416, 0.0034368156957999703, 0.0022733837482314164, 0.0017683709826257616, 0.0012535303708964764, 0.0002311580317719984, 0.00010047082072086247, 0.00020815777184501872, 0.0001666631583700984, 3.4432415986551234e-05, 3.29936955774114e-05, 4.575359847940606e-06, 1.1159595877138774e-05, 1.1016172531663694e-05, 6.524589037813826e-06, 3.668199129876016e-06, 1.2457008717666375e-06, 1.890204317723976e-07, 2.487476670343597e-07, 2.1069531116209496e-07, 1.1832649394347325e-07, 1.6979060900820928e-07, 5.419694596256233e-08, 2.3687402997871094e-08, 1.457067589471467e-08, 1.4432135753246867e-08, 1.6587842635740025e-08, 1.0014617173750202e-08, 3.211553726741474e-08, 2.0697215778159582e-08, 1.0343390153577783e-08, 1.0343390153577783e-08, 4.9806749736560915e-09, 5.511075369036242e-09, 6.339172333611365e-09, 8.116160275110077e-09, 8.219823910875718e-09, 3.6200653630297396e-09, 6.693443432679116e-09, 7.229236648977673e-09, 3.97773860352879e-09, 3.334509489924818e-09];GIU
[0.0548558487251755, 0.053508328279785196, 0.0664667060986885, 0.06472406981360287, 0.045351559936187294, 0.04740642257717273, 0.03873652000974038, 0.012428458107692624, 0.004763079738699611, 0.0017490839417983375, 0.0014792404342916985, 0.001587704409820076, 0.00047176367655419064, 0.00019853849525877141, 0.00010944557010752576, 0.0001615503229647283, 8.634167192182778e-05, 4.339130248405589e-05, 3.009760137402861e-05, 1.5114918034409346e-05, 2.1115527045883916e-05, 6.401280257247624e-06, 2.8243621123645446e-06, 2.649209491999407e-06, 1.958818256417106e-06, 8.971401590559304e-07, 4.591991028101506e-07, 1.2329440021146534e-06, 2.7509124841550343e-06, 2.7708260053153364e-06, 8.231770474249064e-07, 6.583816237097581e-07, 1.5099022089590154e-07, 1.0555813229191631e-07, 2.160582482294974e-07, 1.1767551574582415e-07, 5.974417343925163e-08, 4.777070638885761e-08, 1.045515721623842e-07, 1.0364249402844102e-07, 1.682832042433971e-08, 1.682832042433971e-08, 3.278676651042317e-08, 1.3596699203433846e-08, 3.295655799906327e-09, 5.153440964689008e-09, 3.901032776522166e-09, 3.7169997519466647e-09, 2.7403508923110955e-09, 3.2913251907982396e-09];GIU
[0.03465416564803598, 0.03465416564803598, 0.03436305352540133, 0.028364757724740598, 0.023297769959803025, 0.02417708146919552, 0.016826541799544827, 0.011229594346141757, 0.004581838701063045, 0.0034093138685097756, 0.0021623482763152586, 0.0011003773682450623, 0.0008384215277196982, 0.0004398649927367204, 0.00031615950310190177, 0.00020570463335861967, 0.00011822473424007115, 8.366270507716137e-05, 3.734561330861691e-05, 2.2019983937617164e-05, 1.3646281038702482e-05, 1.8093766012730678e-05, 2.6892286822306637e-06, 5.873366040574194e-07, 2.3152512161355572e-07, 1.2043142033132047e-07, 2.3287519048350435e-07, 1.865655044148151e-07, 5.126124342918137e-08, 4.645385297806943e-08, 2.7531102640491315e-08, 1.5725978497044295e-08, 8.517206451048092e-09, 1.0897482887679357e-08, 3.1444257067244344e-09, 8.859992247537491e-09, 2.5551282725405467e-08, 1.1380266135919237e-08, 5.044402927665663e-09, 3.991756499940592e-09, 4.26041692812431e-09, 4.26041692812431e-09, 2.6382323021627462e-09, 4.01612900781774e-09, 8.775908116235454e-09, 2.443115259411547e-08, 1.1868793217023457e-08, 7.597023401541932e-09, 4.45412631199294e-09, 6.179034740078189e-09, 2.9211249541827325e-09];GIU
[0.01612454984870063, 0.013189383270379395, 0.010975438981342341, 0.011418710142400302, 0.011418710142400302, 0.00899591814333036, 0.005890347013282801, 0.004677824498762198, 0.004072457170466586, 0.001826972379571527, 0.0006742639742289376, 0.00043556397381912503, 0.00021767925143098606, 0.00015887995545843213, 0.00023352405404746074, 0.00011476587515841434, 3.3241239242296806e-05, 2.5000317965756634e-05, 1.8626479681093255e-05, 9.122783699083088e-06, 6.729786964401445e-06, 4.010562898677833e-06, 6.303245346164243e-07, 1.8429414054756982e-07, 8.792190713087246e-08, 4.714633309120401e-08, 6.335108477218256e-08, 1.7336295056001592e-08, 9.053469930366939e-08, 3.942819046025245e-08, 4.020491146380137e-08, 3.2238622229685835e-08, 1.0719144889184486e-08, 5.696024245372494e-09, 7.619522279794168e-09, 1.5510769767909345e-08, 1.944068401866988e-08, 2.3915454198349035e-08, 4.201454178439722e-08, 6.163690697509714e-08, 2.012369525199556e-08, 9.969557297963429e-09, 1.2190873181813422e-08, 1.3648432856123427e-08, 3.5394330738203115e-08, 3.459590057481112e-08, 1.2162907945041721e-08, 9.386942702269762e-09, 8.580068855783982e-09];GIU
[0.031126685955079263, 0.031126685955079263, 0.0322497411381569, 0.0322497411381569, 0.013962061721587258, 0.012793238373034794, 0.012051180203810692, 0.013275594382551463, 0.012615476915725421, 0.011693431473387245, 0.008991517192288167, 0.0017754082977777452, 0.001411790409064694, 0.0009818215220885722, 0.00022058016586806611, 5.203557399519405e-05, 9.763960029594487e-05, 5.9059473091409457e-05, 8.30858276810746e-05, 5.011813439710286e-05, 1.1558831318263423e-05, 7.008090722469191e-06, 1.681413958997953e-06, 2.974207365964161e-06, 3.0226755039441324e-07, 1.8288054836932909e-07, 1.806640447674841e-07, 1.4754180687898604e-07, 7.237750781724985e-08, 9.151514941445865e-08, 6.347260323347475e-08, 3.519433976779043e-08, 3.503407780406364e-08, 1.0248102520408288e-08, 1.914356927925437e-08, 2.1300714667816566e-08, 2.9274838521201326e-08, 9.263920051457426e-09, 9.058736114591607e-09, 2.10915893994489e-08, 1.3937399101025812e-08, 2.2823410262890172e-08, 8.924527824426075e-09, 5.615457113761611e-09, 4.829784181417558e-09, 5.872282906925817e-09, 2.3445028953232002e-09, 5.725840317435769e-09, 8.474964352537086e-09, 8.637010210047084e-09, 2.136434065984945e-08, 2.136434065984945e-08];GIU
[0.021056944940882477, 0.016044449491525153, 0.008541762762448878, 0.0066489973001908325, 0.006882387709675398, 0.0040089390745550015, 0.0035041786696326303, 0.0035026961060810736, 0.0011178723301406707, 0.0008324400141733225, 3.890804940187817e-05, 1.6878742109872943e-05, 3.623628987581643e-05, 4.086956621160213e-05, 4.086956621160213e-05, 2.340643216490947e-05, 1.2211105717486181e-05, 6.383571068817468e-06, 4.43278607706077e-06, 1.4796371225136484e-06, 9.120024263907156e-08, 2.6133349476766887e-07, 2.369647951704441e-08, 3.242813146664433e-08, 7.233864271326568e-09, 9.948689326788901e-09, 2.0608995181054e-09, 3.883381946400518e-09, 3.157774502853109e-09, 2.6462210023946013e-09, 3.9738857250142996e-09, 3.557447210222144e-09, 5.2391624452017266e-09, 7.541704784237219e-09, 4.3690841276157155e-09, 6.751630377467851e-09, 1.3748600055287809e-08, 9.979386467931862e-09, 5.998227021123815e-09, 6.951173129626396e-09, 1.4835053686328087e-08, 1.0559838345075713e-08, 9.525512185813099e-09, 8.44467780757278e-09, 2.6843680131787008e-09, 3.830275445201356e-09, 3.916882883452074e-09, 6.865199282122234e-09];GIU
[0.03295840908386339, 0.02818428163220489, 0.018464130938526526, 0.015727439317473783, 0.01567221084999368, 0.012930037891252329, 0.007782446863634133, 0.0030113067266707805, 0.0024987508280470455, 0.001294863300935646, 0.0009242376431537307, 0.000317928993493835, 0.0002281057222309855, 9.734340958676841e-05, 9.48238952186017e-05, 4.66003727349832e-05, 2.0974123949849892e-05, 2.678537366111709e-05, 1.3989346181307437e-05, 1.546726037543598e-05, 3.29620709259636e-06, 3.5795636203446774e-06, 8.392070650081892e-07, 1.6739636256910488e-07, 1.9352288961225754e-07, 1.7628193157630674e-07, 1.6296567551085551e-07, 9.188510080659559e-08, 1.0459390182113046e-07, 1.0180943188820712e-07, 5.460393161894055e-08, 2.6725155546025234e-08, 2.5335186883087548e-08, 1.5305555495621274e-08, 1.5305555495621274e-08, 1.4111055678395503e-08, 5.77181083091884e-09, 4.747901652300564e-09, 2.9905370755970434e-09, 2.4458478229285163e-09, 5.267027419930514e-09, 5.119725747964803e-09, 2.276172688913664e-08, 1.2701716802765923e-07, 3.141304346719298e-07, 2.524321119982979e-07, 4.688115658013926e-07, 7.44308469900483e-07, 1.7688949898126488e-07];GIU
[0.02529308292635317, 0.02327484678940581, 0.018956681761826917, 0.011233907868356945, 0.010250583968776265, 0.009580123909316637, 0.009772542182611928, 0.0034427045705640942, 0.0023959163843851887, 0.0009858696931291156, 0.00037165465404894116, 0.000314711269021658, 0.00032545992693080636, 0.00016764486646237315, 6.596643150844306e-05, 4.78637472543221e-05, 2.5297900327430076e-05, 6.179726153091147e-05, 3.237667404216571e-05, 1.3129921527001543e-05, 2.8386496450633548e-05, 3.164050588810853e-06, 5.522648801563363e-07, 8.47952512678332e-07, 9.54275593475179e-05, 4.6999937134593e-05, 1.1640656716175371e-05, 1.1133858631109645e-05, 1.7410644223555286e-06, 5.728368069682677e-07, 2.961538736003271e-07, 3.38214300119534e-07, 4.0483702850517904e-08, 3.723962401312787e-08, 4.059093294993718e-08, 2.5888242196715727e-08, 6.431641118662146e-08, 4.5948666306138777e-07, 7.475016328209263e-07, 8.471002177316716e-07, 3.06414846280537e-07, 2.0864188349615022e-06, 1.5338369116587638e-06, 6.080996887540643e-07, 6.080996887540643e-07, 1.3157158294797373e-06, 8.787614907689307e-07, 1.3568993697896217e-06, 1.7876586434003042e-06, 8.939098261839207e-07];GIU
[0.035199635931763604, 0.035199635931763604, 0.036282679563574234, 0.04365431568119929, 0.03651464060738298, 0.03055863374421347, 0.027859150674309073, 0.020157267662464888, 0.005177421878326009, 0.0015106272668983334, 0.0014964570853340997, 0.0006774651876233788, 0.000273662511813086, 0.00017113311191613886, 3.802441097105285e-05, 4.526777709314243e-05, 4.193395982551992e-05, 2.0057481220980817e-05, 1.398807215270715e-05, 1.398807215270715e-05, 7.016352962168519e-06, 2.9741462186836502e-06, 7.123572409799189e-07, 1.462252544713323e-06, 2.0260876903219246e-06, 8.973579311395605e-07, 1.3485890126006442e-06, 9.528869128309101e-07, 1.708520320761961e-06, 1.628017326080484e-06, 2.6849817214490518e-06, 3.634869667404542e-06, 8.089648390448391e-07, 5.746331715758439e-07, 3.690483990021398e-06, 8.168487430830644e-07, 3.098019277636616e-07, 1.2520256708301236e-06, 1.4066318931497209e-06, 1.5124569828589765e-06, 1.5637714476948978e-06, 1.2021621404345309e-06, 1.1640469651952657e-06, 4.971402069001145e-06, 2.3666001356540993e-06, 2.6934941614028353e-06, 3.1531967236313333e-06, 5.119021993029591e-06, 5.119021993029591e-06, 3.178121207105178e-07, 2.712813264800948e-07, 5.44678461664199e-07];GIU
[0.009664691800254538, 0.007007975088032104, 0.005727272179624765, 0.006024346157151717, 0.003797524932548629, 0.0031116143081479056, 0.002354009183037281, 0.0013712968863760812, 0.0013721913985117527, 0.0005090779865539982, 0.0001528429898492119, 0.00016382216854438105, 0.00017241344570659422, 5.2303537058094154e-05, 3.562712842088294e-05, 2.5073821373396333e-05, 7.075663378258085e-06, 9.582427581873575e-06, 4.868755472714272e-06, 1.5459375869695703e-06, 5.433956492173295e-07, 4.0335163419015034e-07, 1.6732104656411108e-07, 3.4581011612117166e-07, 5.962250295670467e-07, 2.2016735041410166e-06, 2.3639923086850144e-06, 1.4132631676350735e-06, 6.06577488430355e-07, 3.8993599839616403e-07, 1.2421470311202989e-07, 7.290091270456982e-08, 6.304289051554627e-08, 1.26603120930695e-07, 3.484521815708081e-08, 4.757259602874285e-08, 4.1978773751970306e-08, 3.3323628835601326e-08, 2.781595986393097e-08, 3.418449381802262e-08, 1.3372448742688708e-08, 1.4177267588057318e-08, 1.636297255960525e-08, 9.952313246091183e-09, 1.7778364310864578e-08, 1.368648243099172e-08, 2.100498973303272e-07];GIU
[0.02361141353304591, 0.02361141353304591, 0.01800787962888282, 0.014511499300664739, 0.008774999689174634, 0.004544576333943251, 0.0028501396778803337, 0.0018148761885397949, 0.0004579754968099907, 0.00014994476382488306, 4.235575855624719e-05, 0.00019389009400150195, 8.474285016502593e-05, 2.715367123897942e-05, 1.583141090189756e-05, 8.91481524364321e-06, 1.0437918956396578e-05, 6.604726290163248e-06, 3.0854012808249463e-06, 1.375355363606982e-06, 4.195944440463528e-07, 7.318272666617896e-08, 1.716321643029079e-07, 4.8728149238329855e-08, 3.8033386519088675e-08, 7.733681321577992e-08, 2.1704947213237554e-08, 5.511422096635349e-08, 2.3427056715224346e-07, 7.273112757618629e-07, 3.5309101978895813e-07, 9.191481744318057e-07, 6.818736644199872e-07, 7.410680259494979e-07, 1.3164937836318284e-06, 1.250621169936981e-06, 6.257484552683897e-07, 6.704929392154079e-07, 7.210113823949381e-07, 1.3010569014834292e-06, 1.047760936105033e-06, 3.3952835264857125e-07, 4.3132183426196496e-07, 4.0045480117735045e-07, 1.276726912741672e-07, 8.160043332174208e-08, 8.130943686043658e-08, 5.948337473435611e-07, 7.348019019777541e-07];GIU
